 Grade breakdown where there are fewer than five entries is not provided and is denoted with [c].,,,,,,,,,,,,,,,
Year,Area,Education_Authority,Centre Type,Centre ,Centre Name,Level,Title,Entries,A,B,C,AC,D,AD,NA
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Physics,70,20,14,11,64.3%,15,85.7%,10
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Practical Metalworking,9,4,2,2,88.9%,0,88.9%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Practical Woodworking,33,14,10,8,97.0%,1,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,"Religious, Moral and Philosophical Studies",4,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Spanish,20,7,7,1,75.0%,3,90.0%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Accounting,11,9,1,0,90.9%,0,90.9%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Administration and IT,10,5,3,2,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Art and Design,21,0,3,8,52.4%,8,90.5%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Biology,33,10,5,6,63.6%,4,75.8%,8
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Business Management,10,4,2,3,90.0%,0,90.0%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Chemistry,27,0,7,9,59.3%,7,85.2%,4
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Drama,17,3,8,6,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Economics,1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Engineering Science,11,0,5,2,63.6%,1,72.7%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,English,101,22,34,22,77.2%,18,95.0%,5
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,English for Speakers of Other Languages,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,French,6,0,2,1,50.0%,3,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Geography,11,4,4,2,90.9%,0,90.9%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,History,21,5,6,4,71.4%,4,90.5%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Mathematics,44,5,10,13,63.6%,5,75.0%,11
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Modern Studies,37,14,5,9,75.7%,7,94.6%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Music,6,2,1,3,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Physical Education,17,6,3,4,76.5%,4,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Physics,32,0,1,11,37.5%,11,71.9%,9
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Politics,10,6,1,3,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,"Religious, Moral and Philosophical Studies",10,3,4,2,90.0%,0,90.0%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Spanish,4,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Art and Design (Expressive),5,0,1,2,60.0%,2,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Biology,6,1,1,0,33.3%,3,83.3%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Business Management,1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Chemistry,3,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Drama,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Engineering Science,1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,English,10,2,5,0,70.0%,3,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,German,1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,History,3,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Mathematics,8,0,4,1,62.5%,1,75.0%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Modern Studies,5,2,0,1,60.0%,2,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Music,3,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Physical Education,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Physics,4,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Administration and IT,7,0,0,1,14.3%,4,71.4%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Applications of Mathematics,137,36,19,23,56.9%,27,76.6%,32
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Art and Design,22,2,6,9,77.3%,5,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Biology,68,14,26,9,72.1%,10,86.8%,9
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Business Management,15,2,2,5,60.0%,3,80.0%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Chemistry,40,17,7,7,77.5%,7,95.0%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Computing Science,17,11,1,2,82.4%,0,82.4%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Drama,18,7,9,1,94.4%,1,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Engineering Science,14,7,4,1,85.7%,2,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,English,127,39,32,35,83.5%,17,96.9%,4
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,French,12,7,3,2,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Geography,24,4,6,8,75.0%,3,87.5%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Graphic Communication,11,2,3,4,81.8%,2,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Health and Food Technology,14,3,7,3,92.9%,0,92.9%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,History,29,10,5,7,75.9%,2,82.8%,5
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Mathematics,94,19,16,14,52.1%,24,77.7%,21
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Media,9,2,0,1,33.3%,3,66.7%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Modern Studies,37,7,7,5,51.4%,8,73.0%,10
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Music,24,20,3,1,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Philosophy,5,1,0,1,40.0%,0,40.0%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Physical Education,42,17,14,8,92.9%,3,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Physics,40,14,12,8,85.0%,4,95.0%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Practical Cookery,19,8,4,7,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Practical Metalworking,9,0,0,3,33.3%,0,33.3%,6
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Practical Woodworking,26,3,6,8,65.4%,8,96.2%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Psychology,20,5,2,6,65.0%,0,65.0%,7
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Spanish,15,9,1,2,80.0%,3,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Accounting,8,1,1,0,25.0%,0,25.0%,6
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Administration and IT,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Applications of Mathematics,16,3,5,6,87.5%,2,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Art and Design,8,3,0,3,75.0%,1,87.5%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Biology,26,4,7,8,73.1%,5,92.3%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Business Management,19,14,3,0,89.5%,1,94.7%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Chemistry,27,6,5,5,59.3%,9,92.6%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Computing Science,10,3,3,1,70.0%,3,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Drama,8,3,1,3,87.5%,1,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Engineering Science,16,1,1,4,37.5%,5,68.8%,5
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,English,110,17,22,31,63.6%,23,84.5%,17
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,English for Speakers of Other Languages,1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,French,4,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Geography,10,3,2,1,60.0%,2,80.0%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Graphic Communication,8,1,1,3,62.5%,0,62.5%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,History,15,6,1,4,73.3%,0,73.3%,4
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Human Biology,29,15,4,4,79.3%,3,89.7%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Mathematics,60,16,11,10,61.7%,8,75.0%,15
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Media,11,0,1,3,36.4%,7,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Modern Studies,39,14,8,12,87.2%,3,94.9%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Music,16,14,2,0,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Philosophy,14,5,3,1,64.3%,4,92.9%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Physical Education,35,13,9,9,88.6%,3,97.1%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Physics,33,6,10,5,63.6%,5,78.8%,7
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Politics,4,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Spanish,13,6,4,0,76.9%,3,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Urdu,1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Art and Design (Design),2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Art and Design (Expressive),1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Biology,11,0,2,2,36.4%,3,63.6%,4
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Chemistry,8,2,2,0,50.0%,1,62.5%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Computing Science,4,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,English,7,0,1,2,42.9%,3,85.7%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Geography,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Mathematics,7,1,1,1,42.9%,2,71.4%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Modern Studies,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Music,6,6,0,0,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Advanced,Physics,4,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Accounting,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Administration and IT,13,1,3,4,61.5%,2,76.9%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Applications of Mathematics,57,4,15,18,64.9%,9,80.7%,11
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Art and Design,20,5,10,5,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Biology,36,17,8,9,94.4%,2,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Business Management,10,0,2,6,80.0%,2,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Chemistry,18,8,7,3,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Drama,12,4,5,0,75.0%,1,83.3%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Economics,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,English,91,40,31,13,92.3%,6,98.9%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,English for Speakers of Other Languages,1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,French,9,4,3,0,77.8%,0,77.8%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Geography,44,7,8,11,59.1%,11,84.1%,7
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,German,12,9,3,0,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Graphic Communication,18,2,9,5,88.9%,2,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,History,22,13,6,2,95.5%,1,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Mathematics,57,19,15,8,73.7%,7,86.0%,8
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Modern Studies,37,14,6,7,73.0%,6,89.2%,4
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Music,15,6,7,0,86.7%,0,86.7%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Music Technology,11,0,6,2,72.7%,2,90.9%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Physical Education,32,31,1,0,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Physics,40,11,6,10,67.5%,10,92.5%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Practical Cookery,12,10,2,0,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Practical Woodworking,12,5,3,1,75.0%,2,91.7%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,National 5,Spanish,7,3,1,2,85.7%,1,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Accounting,16,5,2,4,68.8%,3,87.5%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Administration and IT,8,3,3,1,87.5%,1,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Art and Design,15,1,1,8,66.7%,4,93.3%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Biology,8,1,2,1,50.0%,3,87.5%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Business Management,14,6,5,3,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Chemistry,18,5,6,5,88.9%,1,94.4%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Drama,7,1,2,3,85.7%,1,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Economics,7,1,2,3,85.7%,1,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,English,53,16,15,11,79.2%,10,98.1%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,French,3,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Geography,20,3,7,3,65.0%,6,95.0%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,German,6,2,3,0,83.3%,1,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Graphic Communication,10,2,5,3,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,History,8,4,2,1,87.5%,0,87.5%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Human Biology,28,7,3,9,67.9%,6,89.3%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Mathematics,30,11,3,6,66.7%,7,90.0%,3
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Modern Studies,24,6,6,4,66.7%,3,79.2%,5
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Music,6,6,0,0,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Photography,19,1,7,7,78.9%,4,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Physical Education,18,11,4,3,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,Physics,13,3,3,4,76.9%,2,92.3%,1
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Higher,"Religious, Moral and Philosophical Studies",12,0,5,4,75.0%,1,83.3%,2
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,Art and Design (Design),6,1,1,4,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,Art and Design (Expressive),6,1,3,2,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,Biology,1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,Chemistry,6,2,3,1,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,Drama,1,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,Economics,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,English,4,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,Geography,6,2,4,0,100.0%,0,100.0%,0
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,German,3,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,Graphic Communication,2,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,History,4,[c],[c],[c],[c],[c],[c],[c]
2023,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5231434,The Gordon Schools,Advanced,Mathematics,8,2,0,3,62.5%,1,75.0%,2
